name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff
Marquise Goodwin,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
David Bell,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,,,,,,,,,,,,,,,
Daxton Hill,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,1,20,0,20,1,0.0,6,5,1,2,0,0,0,0,0
Germaine Pratt,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,1.0,11,7,4,2,1,0,0,0,1
B.J. Hill,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,1.0,4,3,1,0,2,0,0,0,0
Trey Hendrickson,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,1,1.0,3,1,2,1,1,0,0,0,0
Nick Scott,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,11,4,7,0,0,0,0,0,0
Sam Hubbard,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,8,3,5,0,0,0,0,0,0
Logan Wilson,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,8,6,2,1,0,0,0,0,0
Cameron Sample,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0
Mike Hilton,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0
Chidobe Awuzie,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,3,3,0,0,0,1,0,0,0
D.J. Reader,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,1,0.0,3,2,1,0,1,0,0,0,0
Cam Taylor-Britt,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0
Zachary Carter,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0
DJ Turner,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Cal Adomitis,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Markus Bailey,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Jordan Battle,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Jay Tufele,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Josh Tupou,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Mitchell Wilcox,CIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Ogbonnia Okoronkwo,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,1.0,3,2,1,1,1,0,0,0,0
Myles Garrett,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,1.0,2,2,0,1,4,0,0,0,0
Grant Delpit,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,1,0.0,8,7,1,1,1,0,0,0,0
Greg Newsome II,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,1,0.0,5,1,4,0,0,0,0,0,0
Rodney McLeod,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Denzel Ward,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0
Shelby Harris,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,3,3,0,1,0,0,0,0,0
Jeremiah Owusu-Koramoah,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Sione Takitaki,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Matthew Adams,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Za'Darius Smith,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,1,0.0,2,0,2,0,4,0,0,0,0
Jordan Elliott,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Martin Emerson,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Mike Ford,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Dustin Hopkins,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Maurice Hurst Jr.,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Cameron Mitchell,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Pierre Strong,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Dalvin Tomlinson,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Anthony Walker,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Alex Wright,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Deshaun Watson,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100cle.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Trevor Lawrence,JAX,24,32,241,2,1,2,4,29,103.8,7,21,0,11,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Travis Etienne,JAX,0,0,0,0,0,0,0,0,,18,77,1,26,5,5,27,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Tank Bigsby,JAX,0,0,0,0,0,0,0,0,,7,13,1,4,1,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Calvin Ridley,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,101,1,29,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Zay Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,55,1,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Evan Engram,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,49,0,26,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Christian Kirk,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,9,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Jamal Agnew,JAX,0,0,0,0,0,0,0,0,,2,-2,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
D'Ernest Johnson,JAX,0,0,0,0,0,0,0,0,,1,-4,0,-4,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Anthony Richardson,IND,24,37,223,1,1,4,8,39,79.0,10,40,1,12,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Gardner Minshew II,IND,0,2,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Deon Jackson,IND,0,0,0,0,0,0,0,0,,13,14,0,7,6,5,14,0,8,2,2,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Jake Funk,IND,0,0,0,0,0,0,0,0,,2,10,0,7,1,1,12,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Evan Hull,IND,0,0,0,0,0,0,0,0,,1,1,0,1,1,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,97,1,39,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Kylen Granson,IND,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,39,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Josh Downs,IND,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,30,0,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Andrew Ogletree,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,20,0,20,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Alec Pierce,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,,,,,,,,,,,,,,,
Tyson Campbell,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,1,0,0,0,1,0.0,6,6,0,0,0,0,0,0,1
Josh Hines-Allen,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,3.0,10,7,3,3,2,0,0,0,0
Travon Walker,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,1.0,6,3,3,1,1,0,0,0,0
Foyesade Oluokun,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,1,0.0,13,8,5,0,1,0,0,0,0
Andre Cisco,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,10,7,3,0,0,0,0,0,1
Rayshawn Jenkins,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,5,5,0,1,0,0,0,0,0
Roy Robertson-Harris,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Folorunso Fatukasi,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,0
Devin Lloyd,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,3,1,2,0,0,1,0,0,0
Adam Gotsis,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,1,0.0,2,2,0,1,0,0,0,0,0
Tre Herndon,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,1,0.0,1,0,1,0,1,0,0,0,0
Caleb Johnson,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Jeremiah Ledbetter,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Ross Matiscik,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Daniel Thomas,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Darious Williams,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0
Tank Bigsby,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,-9,0,0
Angelo Blackson,JAX,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Tony Brown,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,1,34,0,34,1,0.0,0,0,0,0,0,0,0,0,0
DeForest Buckner,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,1.0,7,4,3,1,2,1,26,1,1
Kwity Paye,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,1.0,4,3,1,2,1,0,0,0,0
Zaire Franklin,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,1,0.0,17,10,7,0,0,0,0,0,1
Shaquille Leonard,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,8,3,5,1,0,0,0,0,0
Julian Blackmon,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0
Dallis Flowers,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0
E.J. Speed,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,5,3,2,1,0,0,0,0,1
Grover Stewart,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,5,4,1,1,1,0,0,0,0
Darrell Baker,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Taven Bryan,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Kenny Moore,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Rodney Thomas II,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Nick Cross,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Samson Ebukam,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0
Eric Johnson,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Jacob Martin,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Grant Stuard,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Dayo Odeyingbo,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100clt.htm,2023-09-10,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0
Baker Mayfield,TAM,21,34,173,2,0,1,4,28,94.4,8,11,0,5,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Rachaad White,TAM,0,0,0,0,0,0,0,0,,17,39,0,6,2,2,10,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Sean Tucker,TAM,0,0,0,0,0,0,0,0,,5,15,0,5,2,2,9,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Chase Edmonds,TAM,0,0,0,0,0,0,0,0,,2,8,0,5,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,66,1,28,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,51,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Cade Otton,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,19,0,13,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Deven Thompkins,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Trey Palmer,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,8,1,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Ko Kieft,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Rakim Jarrett,TAM,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Kirk Cousins,MIN,33,44,344,2,1,2,16,42,102.8,3,7,0,4,0,0,0,0,0,2,2,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,11,34,0,9,4,3,10,1,4,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,12,9,150,0,42,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Jordan Addison,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,61,1,39,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,35,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Josh Oliver,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,32,0,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,31,0,19,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Ty Chandler,MIN,0,0,0,0,0,0,0,0,,3,0,0,2,1,1,18,0,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
C.J. Ham,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,7,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,,,,,,,,,,,,,,,
Christian Izien,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,1,14,0,14,1,0.0,3,2,1,0,0,0,0,0,0
Antoine Winfield Jr.,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,1,1.0,8,4,4,0,2,1,0,0,1
Anthony Nelson,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,0,1.0,3,2,1,1,3,0,0,0,0
Devin White,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,0,0.0,12,7,5,1,0,0,0,0,0
Lavonte David,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,0,0.0,8,6,2,2,0,0,0,0,0
Carlton Davis,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,1,0.0,6,4,2,0,0,0,0,0,0
Ryan Neal,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0
Jamel Dean,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0
Shaquil Barrett,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,0,0.0,4,3,1,0,2,0,0,0,0
Vita Vea,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,0
Logan Hall,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0
Zyon McCollum,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100min.htm,2023-09-10,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
